City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
254,Hirara,JP,24.8,125.2833,75.47,73,20,4.61,few clouds,2022-03-14 01:31:44
255,Berlevag,NO,70.8578,29.0864,34.77,86,81,13.65,broken clouds,2022-03-14 01:31:45
256,Hikari,JP,33.955,131.95,64.38,89,90,3.04,overcast clouds,2022-03-14 01:31:45
257,Koslan,RU,63.4564,48.8989,12.22,96,91,5.7,overcast clouds,2022-03-14 01:31:46
258,Leh,IN,34.1667,77.5833,11.3,58,5,2.66,clear sky,2022-03-14 01:31:46
259,Isangel,VU,-19.55,169.2667,85.73,66,71,2.04,broken clouds,2022-03-14 01:31:47
260,Port Blair,IN,11.6667,92.75,78.84,89,40,1.14,mist,2022-03-14 01:31:47
261,Marzuq,YE,14.4,46.4667,60.71,41,10,5.73,clear sky,2022-03-14 01:31:48
262,Puerto Quijarro,BO,-17.7833,-57.7667,71.35,96,71,3.18,broken clouds,2022-03-14 01:31:48
263,Oranjemund,NA,-28.55,16.4333,60.87,71,22,18.01,few clouds,2022-03-14 01:31:48
264,Georgetown,MY,5.4112,100.3354,82.33,87,20,2.3,few clouds,2022-03-14 01:31:49
265,Poum,NC,-20.2333,164.0167,82.24,76,96,8.95,overcast clouds,2022-03-14 01:31:50
266,Dikson,RU,73.5069,80.5464,-5.13,98,100,16.2,light snow,2022-03-14 01:31:50
267,Mount Isa,AU,-20.7333,139.5,92.97,40,0,11.5,clear sky,2022-03-14 01:31:50
268,San Quintin,MX,30.4833,-115.95,58.39,78,0,17.45,clear sky,2022-03-14 01:31:51
269,Salihorsk,BY,52.7876,27.5415,28.62,81,9,5.35,clear sky,2022-03-14 01:31:51
270,Tuy Hoa,VN,13.0833,109.3,80.19,74,95,4.09,overcast clouds,2022-03-14 01:31:52
271,Kerikeri,NZ,-35.2268,173.9474,79.92,62,18,9.19,few clouds,2022-03-14 01:31:41
272,Bambous Virieux,MU,-20.3428,57.7575,78.22,94,40,5.75,light rain,2022-03-14 01:31:53
273,Maumere,ID,-8.6199,122.2111,85.46,68,34,2.3,scattered clouds,2022-03-14 01:31:53
274,Mount Darwin,ZW,-16.7725,31.5838,62.73,98,34,2.44,scattered clouds,2022-03-14 01:31:54
275,Thetford Mines,CA,46.0913,-71.3013,15.28,94,94,6.87,light snow,2022-03-14 01:30:25
276,Pandamatenga,BW,-18.5278,25.627,65.37,85,80,5.01,broken clouds,2022-03-14 01:31:55
277,Gunjur,GM,13.2019,-16.7339,68.58,72,0,8.9,clear sky,2022-03-14 01:31:55
278,Constantine,DZ,36.365,6.6147,50.14,68,100,4.05,overcast clouds,2022-03-14 01:31:55
279,Padang,ID,-0.9492,100.3543,77.05,85,93,2.55,light rain,2022-03-14 01:31:56
280,Fraijanes,GT,14.4653,-90.4408,64.47,81,75,13.8,broken clouds,2022-03-14 01:31:57
281,Canutama,BR,-6.5339,-64.3831,72.3,99,100,2.13,overcast clouds,2022-03-14 01:31:57
282,Constitucion,CL,-35.3333,-72.4167,59.92,78,0,1.97,clear sky,2022-03-14 01:30:56
283,Ihosy,MG,-22.4,46.1167,65.79,93,92,8.7,overcast clouds,2022-03-14 01:31:58
284,Portland,US,45.5234,-122.6762,51.91,84,100,13.8,overcast clouds,2022-03-14 01:27:39
285,Luderitz,NA,-26.6481,15.1594,62.64,68,0,27.89,clear sky,2022-03-14 01:31:58
286,Sumbe,AO,-11.2061,13.8437,77.81,87,100,4.52,overcast clouds,2022-03-14 01:31:59
287,Puerto Escondido,MX,15.85,-97.0667,79.63,73,20,0.0,few clouds,2022-03-14 01:31:59
288,Filadelfia,US,39.9523,-75.1638,36.05,51,100,1.99,overcast clouds,2022-03-14 01:27:34
289,Talnakh,RU,69.4865,88.3972,-7.8,94,100,7.92,overcast clouds,2022-03-14 01:32:00
290,Evensk,RU,61.95,159.2333,19.78,75,0,2.28,clear sky,2022-03-14 01:32:01
291,La Palma,US,33.8464,-118.0467,69.91,61,0,10.36,clear sky,2022-03-14 01:32:01
292,Corinto,GR,37.9407,22.9573,38.41,73,95,0.6,overcast clouds,2022-03-14 01:32:02
293,Vostok,RU,46.4856,135.8833,29.95,82,100,1.63,overcast clouds,2022-03-14 01:32:02
294,Ust-Maya,RU,60.4167,134.5333,7.0,89,100,0.65,overcast clouds,2022-03-14 01:32:03
295,Felipe Carrillo Puerto,MX,19.5833,-88.05,72.28,69,98,5.23,overcast clouds,2022-03-14 01:32:03
296,Longyearbyen,SJ,78.2186,15.6401,31.84,80,40,4.61,scattered clouds,2022-03-14 01:32:04
297,Cherskiy,RU,68.75,161.3,-5.76,92,100,3.13,overcast clouds,2022-03-14 01:32:04
298,Yarensk,RU,62.1675,49.0916,18.93,95,99,6.98,light snow,2022-03-14 01:32:05
299,Kromy,RU,52.6876,35.7667,24.91,95,96,12.03,light snow,2022-03-14 01:32:06
300,Aksay,RU,47.26,39.87,29.25,39,6,4.0,clear sky,2022-03-14 01:32:06
301,Santa Cruz Del Sur,CU,20.7147,-77.9956,76.03,84,5,16.89,light rain,2022-03-14 01:32:07
302,Biltine,TD,14.5333,20.9167,74.89,14,3,14.18,clear sky,2022-03-14 01:32:07
303,San Ramon,US,37.7799,-121.978,60.93,52,0,9.22,clear sky,2022-03-14 01:32:07
304,Kayerkan,RU,69.3497,87.7602,-8.48,76,100,5.01,overcast clouds,2022-03-14 01:32:08
305,Pevek,RU,69.7008,170.3133,-9.69,96,94,4.47,overcast clouds,2022-03-14 01:32:08
306,Castro,BR,-24.7911,-50.0119,63.39,98,100,0.63,overcast clouds,2022-03-14 01:32:09
307,Zhaoyang,CN,42.682,126.0305,33.33,99,100,3.78,light snow,2022-03-14 01:32:10
308,Lashio,MM,22.9333,97.75,80.91,33,24,1.07,few clouds,2022-03-14 01:32:11
309,Gamba,GA,-2.65,10.0,76.6,91,100,4.7,light rain,2022-03-14 01:32:11
310,Akdepe,TM,42.0551,59.3788,35.69,50,100,9.26,overcast clouds,2022-03-14 01:32:12
311,Kollam,IN,8.8833,76.6,77.56,65,38,7.09,scattered clouds,2022-03-14 01:32:12
312,Mayya,RU,61.7333,130.2811,0.72,86,100,5.23,overcast clouds,2022-03-14 01:32:12
313,Verkhoyansk,RU,67.5447,133.385,-6.07,92,100,2.42,overcast clouds,2022-03-14 01:32:13
314,Bengkulu,ID,-3.8004,102.2655,77.49,88,100,5.55,overcast clouds,2022-03-14 01:32:13
315,Kirriemuir,GB,56.674,-3.0034,44.92,89,100,6.42,overcast clouds,2022-03-14 01:32:14
316,Storforshei,NO,66.4043,14.5233,30.85,69,100,4.23,overcast clouds,2022-03-14 01:32:15
317,Prescott,US,34.54,-112.4685,55.27,19,0,13.8,clear sky,2022-03-14 01:32:15
318,Flin Flon,CA,54.7682,-101.865,6.64,84,100,10.11,overcast clouds,2022-03-14 01:32:16
319,Breyten,ZA,-26.3018,29.987,54.77,83,18,4.03,few clouds,2022-03-14 01:32:16
320,Narsaq,GL,60.9167,-46.05,28.62,61,100,16.24,light snow,2022-03-14 01:32:17
321,Lagoa,PT,39.05,-27.9833,55.26,62,98,9.82,overcast clouds,2022-03-14 01:32:17
322,Rorvik,NO,64.8621,11.2373,39.13,73,96,12.88,overcast clouds,2022-03-14 01:32:18
323,Aripuana,BR,-9.1667,-60.6333,72.7,98,100,1.59,overcast clouds,2022-03-14 01:32:18
324,Umba,RU,66.6871,34.3429,25.11,94,100,6.4,overcast clouds,2022-03-14 01:32:19
325,Gornoye Loo,RU,43.7129,39.6049,29.98,76,8,5.7,clear sky,2022-03-14 01:32:19
326,Saint-Francois,FR,46.4154,3.9054,36.84,93,0,3.44,clear sky,2022-03-14 01:32:20
327,Taoudenni,ML,22.6783,-3.9836,72.95,10,0,4.52,clear sky,2022-03-14 01:32:20
328,Somerset,US,40.5668,-74.5496,31.12,72,100,1.01,overcast clouds,2022-03-14 01:30:03
329,Lucea,JM,18.451,-78.1736,80.46,80,5,11.39,clear sky,2022-03-14 01:32:21
330,Shahr-E Babak,IR,30.1165,55.1186,55.31,38,26,4.12,scattered clouds,2022-03-14 01:32:22
331,Yomou,GN,7.5603,-9.2653,71.87,97,100,3.02,overcast clouds,2022-03-14 01:32:22
332,Tarakan,ID,3.3,117.6333,80.04,75,97,4.38,overcast clouds,2022-03-14 01:32:23
333,Mexico,PH,15.0646,120.7198,90.75,51,30,6.35,scattered clouds,2022-03-14 01:30:13
334,Neuruppin,DE,52.9282,12.8031,40.98,65,0,8.81,clear sky,2022-03-14 01:32:23
335,Kankaanpaa,FI,61.8,22.4167,23.76,91,12,3.67,few clouds,2022-03-14 01:32:24
336,Hambantota,LK,6.1241,81.1185,78.73,77,51,9.15,broken clouds,2022-03-14 01:32:25
337,Shenjiamen,CN,29.9576,122.298,58.98,90,85,7.14,overcast clouds,2022-03-14 01:32:25
338,Sedan,FR,49.6667,5.0,43.72,93,100,11.1,overcast clouds,2022-03-14 01:32:26
339,Una,IN,20.8167,71.0333,79.16,30,2,4.59,clear sky,2022-03-14 01:32:26
340,Pitea,SE,65.3172,21.4794,21.29,100,100,3.06,overcast clouds,2022-03-14 01:28:45
341,Takhtamygda,RU,54.1,123.5667,17.47,66,100,4.36,overcast clouds,2022-03-14 01:32:27
342,Nuuk,GL,64.1835,-51.7216,7.41,61,100,20.71,light snow,2022-03-14 01:32:28
343,Serebryansk,KZ,49.6925,83.2892,19.98,94,97,3.31,light snow,2022-03-14 01:32:28
344,Hamilton,US,39.1834,-84.5333,46.35,57,0,10.36,clear sky,2022-03-14 01:30:54
345,Balikpapan,ID,-1.2675,116.8289,83.39,84,20,4.61,few clouds,2022-03-14 01:32:29
346,Sao Lourenco Do Sul,BR,-31.3653,-51.9783,66.45,84,100,5.12,overcast clouds,2022-03-14 01:28:49
347,Vestmannaeyjar,IS,63.4427,-20.2734,40.96,58,100,20.18,overcast clouds,2022-03-14 01:32:30
348,Punta Cardon,VE,11.6581,-70.215,78.03,77,56,23.22,broken clouds,2022-03-14 01:32:30
349,Sioux Lookout,CA,50.1001,-91.917,15.87,67,75,5.75,broken clouds,2022-03-14 01:32:31
350,Kloulklubed,PW,7.0419,134.2556,82.9,76,43,15.39,scattered clouds,2022-03-14 01:32:31
351,Daru,PG,-9.0763,143.2092,88.2,64,39,6.26,scattered clouds,2022-03-14 01:32:32
352,Churachandpur,IN,24.3333,93.6667,73.94,29,91,1.05,overcast clouds,2022-03-14 01:32:32
353,Honiara,SB,-9.4333,159.95,86.13,69,50,4.99,scattered clouds,2022-03-14 01:32:33
354,Morant Bay,JM,17.8815,-76.4093,82.02,83,6,10.47,clear sky,2022-03-14 01:32:33
355,Lodwar,KE,3.1191,35.5973,85.12,36,94,2.93,overcast clouds,2022-03-14 01:32:34
356,Acarau,BR,-2.8856,-40.12,77.94,83,99,7.07,overcast clouds,2022-03-14 01:31:08
357,Raga,SS,8.4596,25.678,74.34,21,99,4.52,overcast clouds,2022-03-14 01:32:34
358,Ornskoldsvik,SE,63.2909,18.7153,20.35,86,73,3.44,broken clouds,2022-03-14 01:32:35
359,Acapulco,MX,16.8634,-99.8901,76.82,73,20,6.91,few clouds,2022-03-14 01:32:36
360,Boende,CD,-0.2167,20.8667,71.01,91,100,2.37,overcast clouds,2022-03-14 01:32:36
361,Coihaique,CL,-45.5752,-72.0662,53.55,66,75,10.36,broken clouds,2022-03-14 01:32:37
362,Opuwo,NA,-18.0607,13.84,63.36,87,100,6.64,overcast clouds,2022-03-14 01:32:37
363,Kavaratti,IN,10.5669,72.642,83.14,72,43,6.71,scattered clouds,2022-03-14 01:32:38
364,Hare Bay,CA,48.8499,-54.0148,20.55,66,100,20.8,overcast clouds,2022-03-14 01:32:38
365,Brus,RS,43.3836,21.0336,24.49,77,2,4.07,clear sky,2022-03-14 01:32:39
366,Hohhot,CN,40.8106,111.6522,39.49,48,0,6.71,clear sky,2022-03-14 01:32:39
367,Venkatagiri,IN,13.9667,79.5833,72.07,50,64,1.23,broken clouds,2022-03-14 01:32:40
368,Fare,PF,-16.7,-151.0167,81.9,72,15,10.04,few clouds,2022-03-14 01:32:40
369,Havelock,US,34.8791,-76.9013,45.93,69,0,3.0,clear sky,2022-03-14 01:30:07
370,Lulea,SE,65.5842,22.1547,21.27,93,100,0.0,fog,2022-03-14 01:32:41
371,Castro Marim,PT,37.2207,-7.4435,55.29,66,100,4.97,light rain,2022-03-14 01:32:41
372,Asau,RO,46.4333,26.4,29.32,96,71,3.15,broken clouds,2022-03-14 01:32:42
373,Magalia,US,39.8121,-121.5783,58.55,63,27,2.75,scattered clouds,2022-03-14 01:32:42
374,Saint-Augustin,CA,51.226,-58.6502,11.21,72,100,20.29,overcast clouds,2022-03-14 01:32:43
375,Churapcha,RU,62.0025,132.4325,2.21,88,100,4.25,overcast clouds,2022-03-14 01:32:43
376,Murud,IN,18.3258,72.965,79.66,34,12,5.64,few clouds,2022-03-14 01:32:44
377,Kutum,SD,14.2,24.6667,62.04,20,1,6.71,clear sky,2022-03-14 01:32:44
378,Bontang,ID,0.1333,117.5,82.09,70,62,1.52,broken clouds,2022-03-14 01:32:44
379,Sabya,SA,17.1495,42.6254,80.22,74,1,4.94,clear sky,2022-03-14 01:32:45
380,Skeldon,GY,5.8833,-57.1333,74.57,93,74,5.01,broken clouds,2022-03-14 01:32:45
381,Palekh,RU,56.8028,41.8572,19.62,93,12,7.65,few clouds,2022-03-14 01:32:46
382,Hauterive,FR,46.0901,3.4459,38.16,92,0,3.71,clear sky,2022-03-14 01:32:46
383,Port Said,EG,31.2565,32.2841,52.66,54,100,13.94,overcast clouds,2022-03-14 01:32:47
384,Enfield,AU,-34.8526,138.6026,97.36,25,51,3.0,broken clouds,2022-03-14 01:32:47
385,Marau,BR,-28.4492,-52.2,61.5,98,100,2.66,overcast clouds,2022-03-14 01:32:48
386,Bahia Blanca,AR,-38.7196,-62.2724,68.97,43,1,9.19,clear sky,2022-03-14 01:32:49
387,Warwick,US,41.7001,-71.4162,34.09,55,40,8.05,scattered clouds,2022-03-14 01:32:09
388,Vila,PT,42.0304,-8.1588,36.48,94,96,4.23,overcast clouds,2022-03-14 01:32:49
389,Roebourne,AU,-20.7833,117.1333,95.31,40,0,6.78,clear sky,2022-03-14 01:31:18
390,Tuatapere,NZ,-46.1333,167.6833,65.32,66,79,8.03,broken clouds,2022-03-14 01:32:50
391,Provideniya,RU,64.3833,-173.3,23.36,50,0,8.99,clear sky,2022-03-14 01:32:50
392,Kidal,ML,18.4411,1.4078,74.7,9,0,12.26,clear sky,2022-03-14 01:32:51
393,Santa Rita,BR,-7.1139,-34.9781,79.47,89,40,3.44,scattered clouds,2022-03-14 01:32:51
394,Morondava,MG,-20.2833,44.2833,77.92,83,99,5.7,overcast clouds,2022-03-14 01:32:52
395,Beitbridge,ZW,-22.2167,30.0,70.75,66,8,1.3,clear sky,2022-03-14 01:32:52
396,Sangar,RU,63.9242,127.4739,-3.24,92,100,3.98,overcast clouds,2022-03-14 01:32:53
397,Maine-Soroa,NE,13.2114,12.0241,71.71,13,100,10.47,overcast clouds,2022-03-14 01:32:53
398,Parry Sound,CA,45.3501,-80.033,26.65,93,100,10.18,overcast clouds,2022-03-14 01:32:54
399,Kumba,CM,4.6363,9.4469,74.07,91,93,1.12,overcast clouds,2022-03-14 01:32:54
400,Rudbar,AF,30.15,62.6,72.19,39,84,4.94,broken clouds,2022-03-14 01:32:55
401,Davila,PH,18.4726,120.5763,85.98,69,23,3.06,few clouds,2022-03-14 01:32:55
402,Male,MV,4.1748,73.5089,82.35,83,40,4.61,scattered clouds,2022-03-14 01:31:01
403,Souillac,MU,-20.5167,57.5167,77.38,94,40,5.75,light rain,2022-03-14 01:32:56
404,Vila Franca Do Campo,PT,37.7167,-25.4333,55.2,64,100,14.79,overcast clouds,2022-03-14 01:32:56
405,Balabac,PH,7.9868,117.0645,84.29,72,84,7.09,broken clouds,2022-03-14 01:32:57
406,Husavik,IS,66.0449,-17.3389,20.48,76,1,14.45,clear sky,2022-03-14 01:32:57
407,Cuamba,MZ,-14.8031,36.5372,67.84,99,98,2.91,light rain,2022-03-14 01:32:58
408,Rodrigues Alves,BR,-7.738,-72.6509,70.68,98,97,1.48,overcast clouds,2022-03-14 01:32:58
409,Gaoual,GN,11.75,-13.2,75.97,53,100,2.91,overcast clouds,2022-03-14 01:32:59
410,Yerbogachen,RU,61.2767,108.0108,-8.3,95,98,2.77,overcast clouds,2022-03-14 01:32:59
411,Araouane,ML,18.9048,-3.5265,70.88,9,0,8.48,clear sky,2022-03-14 01:33:00
412,Xunchang,CN,28.4543,104.715,77.38,59,47,5.59,scattered clouds,2022-03-14 01:33:00
413,Coquimbo,CL,-29.9533,-71.3436,60.53,94,20,6.91,few clouds,2022-03-14 01:33:01
414,Thayetmyo,MM,19.3167,95.1833,88.25,28,99,4.76,overcast clouds,2022-03-14 01:33:01
415,Ahmadpur East,PK,29.1431,71.2598,78.48,27,0,3.04,clear sky,2022-03-14 01:33:02
416,Lorengau,PG,-2.0226,147.2712,84.04,76,62,8.86,broken clouds,2022-03-14 01:33:02
417,Wagga Wagga,AU,-35.1167,147.3667,83.84,44,39,4.61,scattered clouds,2022-03-14 01:33:03
418,Prado,BR,-17.3411,-39.2208,77.47,86,98,5.41,overcast clouds,2022-03-14 01:33:03
419,Lata,PT,40.1629,-8.3327,46.08,86,100,4.41,overcast clouds,2022-03-14 01:33:04
420,Kurumkan,RU,54.3,110.3,1.58,86,50,1.92,scattered clouds,2022-03-14 01:33:04
421,Bure,ET,10.7,37.0667,60.76,66,100,2.21,overcast clouds,2022-03-14 01:33:05
422,Prestea,GH,5.4327,-2.1428,72.81,93,100,1.23,overcast clouds,2022-03-14 01:33:06
423,Kedrovyy,RU,56.1667,91.8167,-15.14,94,67,5.84,broken clouds,2022-03-14 01:33:06
424,Aliwal North,ZA,-30.6937,26.7114,59.77,83,100,0.74,overcast clouds,2022-03-14 01:33:07
425,Ormara,PK,25.2088,64.6357,76.6,70,5,8.66,clear sky,2022-03-14 01:33:08
426,Brae,GB,60.3964,-1.353,45.54,91,100,25.1,overcast clouds,2022-03-14 01:33:08
427,Harper,LR,4.375,-7.7169,79.32,85,98,5.03,overcast clouds,2022-03-14 01:33:09
428,Mildura,AU,-34.2,142.15,78.76,47,100,19.57,light rain,2022-03-14 01:33:09
429,Lusambo,CD,-4.9667,23.45,67.98,97,100,0.56,overcast clouds,2022-03-14 01:33:10
430,Abashiri,JP,44.0213,144.2697,34.09,86,75,11.5,broken clouds,2022-03-14 01:33:10
431,Kibala,TD,9.1104,18.3463,84.65,32,49,3.47,scattered clouds,2022-03-14 01:33:11
432,Margate,GB,51.3813,1.3862,46.31,92,90,1.01,overcast clouds,2022-03-14 01:33:11
433,Sakaiminato,JP,35.55,133.2333,53.53,100,75,8.05,light intensity drizzle,2022-03-14 01:33:12
434,Koupela,BF,12.1794,-0.3517,85.86,17,85,10.27,overcast clouds,2022-03-14 01:33:12
435,High Level,CA,58.5169,-117.136,3.31,51,20,4.61,few clouds,2022-03-14 01:30:20
436,Bolotnoye,RU,55.6717,84.3981,-4.13,92,9,11.63,clear sky,2022-03-14 01:33:13
437,Tutoia,BR,-2.7619,-42.2744,78.69,85,100,7.85,overcast clouds,2022-03-14 01:33:14
438,San Patricio,US,28.017,-97.5169,64.26,75,92,8.75,overcast clouds,2022-03-14 01:33:14
439,Kiama,AU,-34.6833,150.8667,74.68,77,37,6.02,light rain,2022-03-14 01:30:04
440,Eisenerz,AT,47.5333,14.8833,28.44,63,2,4.14,clear sky,2022-03-14 01:33:15
441,Necochea,AR,-38.5473,-58.7368,58.55,87,0,7.56,clear sky,2022-03-14 01:33:16
442,Port Hardy,CA,50.6996,-127.4199,46.58,81,100,14.97,light intensity shower rain,2022-03-14 01:33:16
443,Miramar,US,25.9873,-80.2323,70.02,61,75,12.66,broken clouds,2022-03-14 01:33:17
444,Luba,GQ,3.4568,8.5547,76.89,79,93,3.76,light rain,2022-03-14 01:33:17
445,Rio Grande,BR,-32.035,-52.0986,64.94,74,96,3.51,overcast clouds,2022-03-14 01:33:18
446,Barraute,CA,48.4335,-77.6328,19.67,98,100,2.59,overcast clouds,2022-03-14 01:33:18
447,Manokwari,ID,-0.8667,134.0833,83.53,73,50,5.17,scattered clouds,2022-03-14 01:33:19
448,York,US,40.1254,-77.0,34.79,48,100,3.44,overcast clouds,2022-03-14 01:33:19
449,Tura,IN,25.5198,90.2201,80.46,21,2,1.66,clear sky,2022-03-14 01:33:20
450,Great Bend,US,38.3645,-98.7648,60.93,19,0,18.41,clear sky,2022-03-14 01:33:02
451,Sycamore,US,41.9889,-88.6868,44.11,79,0,5.75,clear sky,2022-03-14 01:33:20
452,Naryan-Mar,RU,67.6713,53.087,-7.67,100,99,4.18,overcast clouds,2022-03-14 01:33:21
453,Dire,ML,12.2833,-10.9667,80.15,16,96,1.16,overcast clouds,2022-03-14 01:33:21
454,Sao Filipe,CV,14.8961,-24.4956,71.17,72,0,15.79,clear sky,2022-03-14 01:33:22
455,Nhulunbuy,AU,-12.2333,136.7667,77.61,94,100,6.91,moderate rain,2022-03-14 01:33:22
456,Severnyy,RU,50.677,36.5532,15.84,79,0,8.95,clear sky,2022-03-14 01:33:23
457,Sena Madureira,BR,-9.0656,-68.6569,70.79,98,100,1.97,overcast clouds,2022-03-14 01:33:23
458,Amuntai,ID,-2.4177,115.2494,86.5,64,57,1.3,broken clouds,2022-03-14 01:33:24
459,Sahuaripa,MX,29.05,-109.2333,64.62,13,0,4.72,clear sky,2022-03-14 01:33:24
460,Tubmanburg,LR,6.8708,-10.8172,75.07,98,100,3.65,overcast clouds,2022-03-14 01:33:25
461,Olafsvik,IS,64.8945,-23.7142,38.57,74,100,25.43,overcast clouds,2022-03-14 01:33:25
462,Vrangel,RU,42.7297,133.0839,35.82,79,79,11.14,broken clouds,2022-03-14 01:33:26
463,Tsarychanka,UA,48.937,34.4786,27.28,81,32,4.74,scattered clouds,2022-03-14 01:33:27
464,Jacmel,HT,18.2342,-72.5347,76.84,83,56,1.28,broken clouds,2022-03-14 01:33:27
465,Ibra,OM,22.6906,58.5334,70.65,35,31,3.11,scattered clouds,2022-03-14 01:33:28
466,Abu Dhabi,AE,24.4667,54.3667,75.96,81,0,0.0,clear sky,2022-03-14 01:33:28
467,Samarai,PG,-10.6167,150.6667,85.69,69,56,15.79,broken clouds,2022-03-14 01:33:29
468,Minas,UY,-34.3759,-55.2377,55.08,92,0,5.88,clear sky,2022-03-14 01:33:29
469,Kasulu,TZ,-4.5767,30.1025,61.95,95,100,3.24,overcast clouds,2022-03-14 01:33:30
470,Auki,SB,-8.7676,160.7034,86.49,63,66,4.36,broken clouds,2022-03-14 01:33:31
471,Korla,CN,41.7597,86.1469,53.24,33,100,8.7,overcast clouds,2022-03-14 01:33:31
472,Natal,BR,-5.795,-35.2094,79.02,94,40,2.3,scattered clouds,2022-03-14 01:33:32
473,Mezen,RU,65.8522,44.24,6.1,99,76,4.18,broken clouds,2022-03-14 01:33:32
474,Jizan,SA,17.3333,42.6667,79.74,75,1,4.09,clear sky,2022-03-14 01:33:33
475,Aksehir,TR,38.3575,31.4164,10.38,83,21,1.05,few clouds,2022-03-14 01:33:33
476,Caxito,AO,-8.5785,13.6643,75.2,90,100,2.84,overcast clouds,2022-03-14 01:33:34
477,Ndola,ZM,-12.9587,28.6366,59.5,98,100,3.22,overcast clouds,2022-03-14 01:33:35
478,Valparaiso,CL,-33.0393,-71.6273,62.47,79,100,8.05,haze,2022-03-14 01:32:16
479,Ilulissat,GL,69.2167,-51.1,3.22,78,100,5.75,overcast clouds,2022-03-14 01:33:35
480,Alice Springs,AU,-23.7,133.8833,90.95,14,3,6.91,clear sky,2022-03-14 01:33:36
481,Kamennomostskiy,RU,44.2983,40.1856,17.46,90,77,4.32,broken clouds,2022-03-14 01:33:36
482,Rawson,AR,-43.3002,-65.1023,62.22,54,44,4.38,scattered clouds,2022-03-14 01:33:37
483,Gushikawa,JP,26.3544,127.8686,74.79,69,75,0.0,broken clouds,2022-03-14 01:33:37
484,Belen,TR,36.4891,36.2233,26.74,100,40,6.91,scattered clouds,2022-03-14 01:33:38
485,Pringsewu,ID,-5.3582,104.9744,80.47,86,91,0.72,overcast clouds,2022-03-14 01:33:38
486,Suez,EG,29.9737,32.5263,44.83,62,5,9.48,clear sky,2022-03-14 01:33:39
487,Muisne,EC,0.6,-80.0333,76.96,88,38,2.46,scattered clouds,2022-03-14 01:33:40
488,Umm Kaddadah,SD,13.6017,26.6876,66.65,17,7,16.17,clear sky,2022-03-14 01:33:40
489,Katobu,ID,-4.9408,122.5276,83.46,80,60,1.23,broken clouds,2022-03-14 01:33:41
490,Porto Torres,IT,40.835,8.3972,44.78,86,100,4.61,overcast clouds,2022-03-14 01:33:41
491,Cidreira,BR,-30.1811,-50.2056,69.75,86,100,11.39,overcast clouds,2022-03-14 01:33:42
492,El Alto,PE,-4.2714,-81.2147,75.92,81,88,6.73,overcast clouds,2022-03-14 01:33:42
493,Eureka,US,40.8021,-124.1637,55.74,72,100,4.0,overcast clouds,2022-03-14 01:33:43
494,Eenhana,NA,-17.4667,16.3333,64.2,96,96,7.0,overcast clouds,2022-03-14 01:33:43
495,Birao,CF,10.2849,22.7882,73.27,18,43,6.96,scattered clouds,2022-03-14 01:33:44
496,Beckley,US,37.7782,-81.1882,36.01,48,0,10.36,clear sky,2022-03-14 01:29:54
497,Soe,ID,-9.8607,124.284,79.81,62,85,3.71,overcast clouds,2022-03-14 01:33:44
498,Palmer,US,42.1584,-72.3287,30.09,47,40,13.8,scattered clouds,2022-03-14 01:31:08
499,Tsabong,BW,-26.0217,22.401,66.25,86,100,13.82,light rain,2022-03-14 01:33:45
500,Majene,ID,-3.5403,118.9707,85.48,63,12,0.69,few clouds,2022-03-14 01:33:46
501,Redlands,US,34.0556,-117.1825,67.26,47,40,17.27,scattered clouds,2022-03-14 01:29:48
502,Duiwelskloof,ZA,-23.6934,30.14,67.26,63,14,3.29,few clouds,2022-03-14 01:33:46
503,Staryy Nadym,RU,65.6118,72.6842,-4.0,100,93,8.01,overcast clouds,2022-03-14 01:33:47
504,Hay River,CA,60.8156,-115.7999,-4.02,54,20,6.91,few clouds,2022-03-14 01:30:25
505,Zhangjiakou,CN,40.81,114.8794,44.64,33,0,13.67,clear sky,2022-03-14 01:33:47
506,Meulaboh,ID,4.1363,96.1285,79.68,84,55,3.83,broken clouds,2022-03-14 01:33:48
507,Izumo,JP,35.3667,132.7667,53.49,94,75,4.61,broken clouds,2022-03-14 01:33:48
508,Green River,US,41.5286,-109.4662,36.99,71,100,8.01,overcast clouds,2022-03-14 01:33:49
509,Gigmoto,PH,13.7796,124.39,83.89,74,77,5.5,broken clouds,2022-03-14 01:33:49
510,Mogadishu,SO,2.0371,45.3438,78.26,80,99,17.22,overcast clouds,2022-03-14 01:33:45
511,Porto Santo,PT,33.072,-16.3415,52.18,76,75,27.63,broken clouds,2022-03-14 01:33:50
512,San-Pedro,CI,4.7485,-6.6363,78.01,90,60,4.16,broken clouds,2022-03-14 01:33:50
513,Sao Francisco,BR,-15.9486,-44.8644,75.09,69,99,1.66,light rain,2022-03-14 01:33:51
514,The Valley,AI,18.217,-63.0578,75.06,78,1,23.67,clear sky,2022-03-14 01:33:51
515,Saint-Pierre,RE,-21.3393,55.4781,76.91,91,100,17.27,overcast clouds,2022-03-14 01:33:52
516,Teguise,ES,29.0605,-13.564,59.22,82,75,10.36,light intensity drizzle,2022-03-14 01:33:52
517,Sterling,US,39.0062,-77.4286,39.15,62,20,3.44,few clouds,2022-03-14 01:33:31
518,Axim,GH,4.8699,-2.2405,74.82,86,100,4.27,overcast clouds,2022-03-14 01:33:53
